review_rank_global,review_rank_project,review_bucket,review_reason,project_id,project_name,list_type,category,quadrant,quadrant_label,review_priority,scale_video_count_tier,scale_video_count_best,scale_best_hashtag,likely_reach_tier,raw_reach_tier,inclusive_reach_tier,reach_noise_risk,low_relevance_play_ratio_project,likely_play_ratio_project,video_id,web_url,author_unique_id,source_term,term_script,ceiling_class,quality_label_auto,quality_score_auto,quality_reasons_auto,matched_terms_auto,core_matched_terms_auto,negative_matched_terms_auto,stats_play_count,stats_digg_count,stats_comment_count,stats_share_count,stats_collect_count,hashtags,desc,manual_relevance,manual_noise_type,manual_language_reach,manual_audience_proxy,manual_notes
106,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,16,黎族传统纺染织绣技艺,USL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,48,litextiles,middle_40_70pct_reach,middle_40_70pct_reach,lower_70_90pct_reach,high,0.8869,0.0411,7631450622050454792,https://www.tiktok.com/@huatieutieu/video/7631450622050454792,huatieutieu,纺染织绣,cjk,ceiling_capped,low_relevance,0,,,,,53800000,2400000,8160,60600,147700,huatieutieu;viraltiktok;xuhuong;viral,"Dệt tằm và thêu tranh, Nghề cổ truyền dân gian #huatieutieu #viraltiktok #xuhuong #viral",,,,,
107,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,16,黎族传统纺染织绣技艺,USL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,48,litextiles,middle_40_70pct_reach,middle_40_70pct_reach,lower_70_90pct_reach,high,0.8869,0.0411,7577639681932709134,https://www.tiktok.com/@hudddjd/video/7577639681932709134,hudddjd,纺染织绣,cjk,ceiling_capped,low_relevance,0,,,,,42000000,696200,4001,15300,46500,craftsman;handmade;fyp;rurallife;handwork,"The making of double-sided, contrasting color embroidery and thread wrapping techniques.#craftsman#handmade #fyp #rurallife #handwork",,,,,
108,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,16,黎族传统纺染织绣技艺,USL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,48,litextiles,middle_40_70pct_reach,middle_40_70pct_reach,lower_70_90pct_reach,high,0.8869,0.0411,7599002501131635975,https://www.tiktok.com/@1ucifer.sson/video/7599002501131635975,1ucifer.sson,Li brocade,latin,ceiling_capped,low_relevance,0,,,,,20400000,2100000,8505,92300,195600,afghan;burka;freeafghanistan;fyppppppppppppppppppppppp;fypシ,"#afghan #burka #freeafghanistan #fyppppppppppppppppppppppp #fypシ In afghanistan, the May 2022 decree ‘needs’ all women to wear all-covering clothing in public, with the traditional blue burqa being recommended as the ""best"" form of hijab. Other coverings like…",,,,,
109,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,16,黎族传统纺染织绣技艺,USL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,48,litextiles,middle_40_70pct_reach,middle_40_70pct_reach,lower_70_90pct_reach,high,0.8869,0.0411,7295710056752958763,https://www.tiktok.com/@meet_east/video/7295710056752958763,meet_east,纺染织绣,cjk,ceiling_capped,low_relevance,0,,,,,14100000,347000,1255,3456,18900,handwork,Cotton weaving #handwork,,,,,
110,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,16,黎族传统纺染织绣技艺,USL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,48,litextiles,middle_40_70pct_reach,middle_40_70pct_reach,lower_70_90pct_reach,high,0.8869,0.0411,7474568974320110849,https://www.tiktok.com/@ncllsrrn/video/7474568974320110849,ncllsrrn,Li brocade,latin,ceiling_capped,low_relevance,0,,,,,12800000,1400000,4014,44300,79400,maxieverse;maxie;maxieandreison;upuan;dragracesuperstar;queenbehavior;fyp;fypage;tiktokfyp;fypシ゚;maxieversetheconcert,@Maxie Andreison . Upuan by Gloc-9 PERFORMANCE 📢 “DRAG IS POLITICAL” #maxieverse #maxie #maxieandreison #upuan #dragracesuperstar #queenbehavior #fyp #fypage #tiktokfyp #fypシ゚ #maxieversetheconcert,,,,,
111,1,likely_evidence,验证 likely_relevant 触达信号,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7257632753879895339,https://www.tiktok.com/@thomasmiller2334/video/7257632753879895339,thomasmiller2334,coveredbridge,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,coveredbridge,coveredbridge,,1400000,77400,1212,162,1055,,The Old Covered Bridge,,,,,
112,2,likely_evidence,验证 likely_relevant 触达信号,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7403725286170266923,https://www.tiktok.com/@thehoosierhiker/video/7403725286170266923,thehoosierhiker,coveredbridge,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,coveredbridge,coveredbridge,,1100000,125200,1011,10500,12700,highfalls;dupontstaterecreationalforest;coveredbridge;misty;northcarolinanature;mistymountains,Above High Falls from the covered bridge. ❤️ #highfalls #dupontstaterecreationalforest #coveredbridge #misty #northcarolinanature #mistymountains,,,,,
113,3,likely_evidence,验证 likely_relevant 触达信号,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7377126597482237230,https://www.tiktok.com/@visitbuckspa/video/7377126597482237230,visitbuckspa,coveredbridge,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,coveredbridge,coveredbridge,,429000,28200,555,973,2187,buckscounty;coveredbridge;pennsylvaniacheck;visitbuckspa;visitbuckscounty;exploreinbucksco;claudiainbucksco;hiddengem;summerbucketlist;Summer;visitpa;pennsylvaniaisbeautiful;thingstodoinbuckscounty,"A trip to #BucksCounty is not complete without a stop at one of our famous Covered Bridges! ➡️ Check out Van Sandt Covered Bridge in New Hope, PA . . #coveredbridge #pennsylvaniacheck #visitbuckspa #visitbuckscounty #exploreinbucksco #claudiainbucksco #hidden…",,,,,
114,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7610329801664056596,https://www.tiktok.com/@h999888n/video/7610329801664056596,h999888n,廊桥,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,418100,2009,821,156,192,中共;共产党;遙遙領先;民主自由;抗中保台;china;台灣;8964;民進黨,中共國大橋遙遙領先，豆腐渣工程名不虛傳#中共 #共产党 #遙遙領先 #民主自由 #抗中保台 #china #台灣 #8964 #民進黨,,,,,
115,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7624795008431934752,https://www.tiktok.com/@suny04322/video/7624795008431934752,suny04322,廊桥,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,140900,12700,79,1112,1507,china;travel;beautiful;chinatravel;fyp;huajiang;huajiangcanyonbridge,"貴州花江峽谷大橋，世界上最長也是最高的峽谷大橋 The Huajiang Gorge Bridge, located in Guizhou Province of China, is the world's largest span mountain bridge and the world's highest bridge #China #travel #beautiful #chinatravel #fyp #huajiang #huajiangcanyonbridge",,,,,
116,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7642174414309575957,https://www.tiktok.com/@indra.dahal24/video/7642174414309575957,indra.dahal24,woodenarchbridge,latin,ceiling_capped,low_relevance,0,,,,,26300000,277500,3294,10000,34900,miniature;smallcreator;highbridge;construction,"mini bridge construction using by mini bricks,cement and wood##miniature #smallcreator #highbridge #construction",,,,,
117,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7241677491482463530,https://www.tiktok.com/@haileyhutchesonmusic/video/7241677491482463530,haileyhutchesonmusic,coveredbridge,latin,ceiling_capped,low_relevance,0,,,,,14400000,2500000,8670,24600,355600,singer;nameoflove;beberexha;sing;vocals;voice;belting;bridge;VoiceEffects;belt;singingchallenge;cover;garage;acoustics;singingcover;foryou;singing;testify;new;trend,Replying to @C.203 difficult but SO fun ❤️‍🔥 #singer #nameoflove #beberexha #sing #vocals #voice #belting #bridge #voiceeffects #belt #singingchallenge #cover #garage #acoustics #singingcover #foryou #singing #testify #new #trend,,,,,
118,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7641126951213600020,https://www.tiktok.com/@3yed.7/video/7641126951213600020,3yed.7,廊桥,cjk,ceiling_capped,low_relevance,0,,,,,6700000,172700,4475,19400,15100,foryou;foryoupage;fyp;حايل;حايلندا,😂😂😂😂 #foryou #foryoupage #fyp #حايل #حايلندا,,,,,
119,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7560011907990572301,https://www.tiktok.com/@keekee4352/video/7560011907990572301,keekee4352,woodenarchbridge,latin,ceiling_capped,low_relevance,0,,,,,6200000,165000,560,5340,19300,,The strongest wooden bridge structure,,,,,
120,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,17,中国木拱桥传统营造技艺,USL,传统手工艺/建筑,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,13,廊桥,lower_70_90pct_reach,bottom_10pct_reach,bottom_10pct_reach,high,0.9508,0.0439,7642560614757420319,https://www.tiktok.com/@avanteehee/video/7642560614757420319,avanteehee,coveredbridge,latin,ceiling_capped,low_relevance,0,,,,,5300000,876100,1009,8886,20600,,Go Knicks What a game 😭😭😭,,,,,
121,1,likely_evidence,验证 likely_relevant 触达信号,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7267009498705972523,https://www.tiktok.com/@candiselin86/video/7267009498705972523,candiselin86,侗族,cjk,ceiling_capped,likely_relevant,6,source_hit;project_term_hits:1;core_term_hits:1;china_context;cjk_desc,侗族,侗族,,72400,5038,32,88,311,china;chinese;sportsontiktok;tiktokpartner;football;Soccer;village;miao;ethnicminority;苗族;侗族;足球;中国人;footballgame,#china #chinese #sportsontiktok #tiktokpartner #football #soccer #village #miao #ethnicminority #苗族 #侗族 #足球 #中国人 #footballgame,,,,,
122,2,likely_evidence,验证 likely_relevant 触达信号,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7076982398029794602,https://www.tiktok.com/@unknowncultures/video/7076982398029794602,unknowncultures,侗族,cjk,ceiling_capped,likely_relevant,6,source_hit;project_term_hits:1;core_term_hits:1;china_context;cjk_desc,侗族,侗族,,40000,790,15,12,32,侗族;dong;chinese;中国;少数民族风情;广西;湖南;民族服饰;少数民族;贵州;indigenous;china;asianculture;chineseminority;asian;culture;dongzu;asia;hunan;kampeople;dongpeople;ethnicminorites;southeastasian;indigenouspeople;guangxi,#侗族 #Dong #Chinese the Dong(Kam) People has been confused for the MiaoZu(Hmong) People by lots of people and also some Hmong in the United States as well. They are two different people even though they have culture and clothing similarities. #中国 #少数民族风情 #广西 #…,,,,,
123,3,likely_evidence,验证 likely_relevant 触达信号,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7635193096686423316,https://www.tiktok.com/@injectionmoldingmaster/video/7635193096686423316,injectionmoldingmaster,侗族,cjk,ceiling_capped,likely_relevant,6,source_hit;project_term_hits:1;core_term_hits:1;china_context;cjk_desc,侗族,侗族,,37100,440,6,30,48,dongnewyear;guizhouethnicculture;chinafolkcustoms;traditionalfestival,Folks carry a big pig to celebrate the grand festival and inherit the time-honored folk culture. 🐷🎊 #DongNewYear #GuizhouEthnicCulture #ChinaFolkCustoms #TraditionalFestival 贵州侗年热闹开场，乡亲们抬着年猪欢庆佳节，传承古老侗族民俗风情。,,,,,
124,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7626972893062171924,https://www.tiktok.com/@for.chaney.linqiunan/video/7626972893062171924,for.chaney.linqiunan,侗族,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,4400000,527100,1881,35200,55300,linqiunan;林秋楠;kungfuboys;龙拳小子;taekwondo,"Lin Qiunan (林秋楠) is a Chinese actor and martial arts (taekwondo) practitioner who became well known as a child prodigy in action sports and entertainment. He was born on May 20, 2004, in Ningbo, Zhejiang, China. From a very young age, he trained intensively i…",,,,,
125,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7123446540550688006,https://www.tiktok.com/@laurierlachance/video/7123446540550688006,laurierlachance,侗族大歌,cjk,exhausted,needs_review,2,china_context;cjk_desc,,,,923000,57100,3640,1359,3097,生僻字;chinesesong,明天，我将在加拿大的中文歌唱比赛中唱这首歌。祝我好运！😁🤙 #生僻字 #chinesesong,,,,,
126,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7545888844516822294,https://www.tiktok.com/@germangents/video/7545888844516822294,germangents,kamgrandchoir,latin,ceiling_capped,low_relevance,0,,,,,97600000,8800000,93900,2800000,1000000,dameungrrr;suits;cringe;acappella;germangents,Dame Un Grrr😏💅 #dameungrrr #suits #cringe #acappella #germangents,,,,,
127,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7639209047526264085,https://www.tiktok.com/@doroncchungus/video/7639209047526264085,doroncchungus,dongchorus,latin,exhausted,low_relevance,0,,,,,18600000,20300,83,332,1226,cursor;cursorcreator;Tech;swe;cs,coding with Composer 2 on the high speed rail in the motherland😆 #cursor #CursorCreator #tech #swe #cs,,,,,
128,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7632275032064003335,https://www.tiktok.com/@xsex197/video/7632275032064003335,xsex197,dongchorus,latin,exhausted,low_relevance,0,,,,,16100000,1300000,16000,96500,138200,newtrend;newmusic;viralvideo;support_me,new trend #newtrend #newmusic #viralvideo #support_me,,,,,
129,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,19,侗族大歌,RL,表演艺术(音乐),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,10,侗族大歌,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9682,0.001,7528750952568917255,https://www.tiktok.com/@.poyyop/video/7528750952568917255,.poyyop,dongchorus,latin,exhausted,low_relevance,0,,,,,8100000,1000000,1629,43600,58500,ศิลปากร;ดุริยางค์ศิลปากร;ปอยยอป,รอบมออะครับ #ศิลปากร #ดุริยางค์ศิลปากร #ปอยยอป,,,,,
